timestamp,open,high,low,close,volume
1262581200000,73.46,74.75,73.21,74.69,499650.0
1262667600000,74.38,76.49,73.88,75.86,885553.0
1262754000000,75.47,77.31,75.21,76.6,631923.0
1262840400000,76.14,76.33,74.33,75.95,690052.0
1262926800000,75.62,76.41,75.01,76.24,494965.0
1263186000000,76.34,77.1281,75.815,76.67,926389.0
1263272400000,76.25,76.87,75.47,76.28,810993.0
1263358800000,76.4,77.86,75.56,77.74,1023909.0
1263445200000,77.81,78.6,77.67,78.24,651373.0
1263531600000,78.22,78.38,77.27,78.23,734234.0
1263877200000,78.32,80.77,78.2,80.47,1195759.0
1263963600000,81.5,83.13,80.59,82.94,1515042.0
1264050000000,83.09,85.13,82.34,82.37,1498631.0
1264136400000,82.54,82.75,80.46,80.51,627825.0
1264395600000,80.92,81.84,80.58,80.69,512918.0
1264482000000,80.39,82.25,79.81,81.29,748546.0
1264568400000,81.25,82.4,80.17,81.02,953093.0
1264654800000,80.93,81.3,79.0,79.26,594277.0
1264741200000,79.17,79.17,73.21,73.69,2937030.0
1265000400000,71.73,73.13,68.86,72.93,3686607.0
1265086800000,72.92,74.61,72.55,73.87,1301936.0
1265173200000,73.42,74.7799,72.34,74.28,1389543.0
1265259600000,75.045,76.4799,73.16,73.57,2176939.0
1265346000000,73.75,74.03,70.4,72.44,1457034.0
1265605200000,72.38,72.45,70.83,70.93,1078277.0
1265691600000,71.49,72.82,70.67,71.62,932249.0
1265778000000,71.37,71.78,70.271,70.78,980636.0
1265864400000,70.65,71.74,70.42,71.51,785044.0
1265950800000,70.63,73.76,70.06,73.73,1136795.0
1266296400000,74.04,75.61,74.04,75.55,718505.0
1266382800000,75.89,77.155,75.41,76.99,1041180.0
1266469200000,76.9,78.56,76.63,78.45,782409.0
1266555600000,78.17,79.73,77.83,78.83,1018776.0
1266814800000,79.16,79.16,77.46,78.18,1006542.0
1266901200000,77.5,78.01,77.07,77.56,1066371.0
1266987600000,77.52,78.63,77.15,78.44,1338128.0
1267074000000,75.32,78.86,75.32,78.52,975557.0
1267160400000,78.06,79.565,77.37,79.01,1120554.0
1267419600000,79.43,80.8,78.9,80.36,818823.0
1267506000000,79.96,82.0,79.83,81.92,802603.0
1267592400000,82.26,85.31,81.97,85.19,1715774.0
1267678800000,85.43,86.71,85.06,86.61,1523919.0
1267765200000,87.15,87.92,86.59,87.45,1068513.0
1268024400000,87.82,87.9894,86.37,86.42,1005951.0
1268110800000,85.98,87.06,85.75,86.32,854905.0
1268197200000,86.26,86.85,85.3,85.85,1235275.0
1268283600000,85.67,87.32,85.22,87.26,787798.0
1268370000000,87.45,88.07,86.86,87.5,676948.0
1268625600000,87.58,88.54,86.92,87.51,612985.0
1268712000000,87.58,88.24,87.3,87.91,426524.0
1268798400000,88.35,90.35,88.2,89.7,626658.0
1268884800000,89.53,90.05,88.31,88.93,452318.0
1268971200000,89.3,89.94,86.89,87.35,993737.0
1269230400000,86.73,90.78,86.37,90.35,906724.0
1269316800000,90.61,90.68,89.12,90.06,903029.0
1269403200000,89.79,94.93,89.79,93.72,1941735.0
1269489600000,93.75,95.23,91.03,91.14,1246801.0
1269576000000,91.55,92.44,90.8852,91.52,730879.0
1269835200000,91.98,93.06,91.91,92.97,721389.0
1269921600000,93.18,94.43,92.56,93.3,680739.0
1270008000000,93.25,93.2699,91.53,91.72,599013.0
1270094400000,92.09,93.38,92.08,93.14,488634.0
1270440000000,93.67,94.44,93.18,94.09,334793.0
1270526400000,93.99,94.48,93.51,94.3,478133.0
1270612800000,94.45,94.45,92.46,92.91,507366.0
1270699200000,93.04,93.86,92.15,93.77,540774.0
1270785600000,94.03,96.31,93.96,96.25,881315.0
1271044800000,96.48,96.48,91.136,91.61,1540903.0
1271131200000,91.49,91.78,88.7,91.35,1337780.0
1271217600000,91.54,94.37,90.86,93.59,1488037.0
1271304000000,93.68,93.74,91.92,92.08,658765.0
1271390400000,91.78,92.81,89.77,90.63,492983.0
1271649600000,90.17,91.44,89.45,91.31,543399.0
1271736000000,91.87,91.96,90.1,91.32,525875.0
1271822400000,91.63,93.4,91.22,91.92,604249.0
1271908800000,91.45,92.39,90.1,92.14,913115.0
1271995200000,92.41,94.58,91.82,94.46,508312.0
1272254400000,94.58,95.13,92.97,93.32,500097.0
1272340800000,92.95,93.83,90.64,90.83,678374.0
1272427200000,91.45,92.88,91.08,92.73,534841.0
1272513600000,96.05,97.8,94.4,97.17,1289298.0
1272600000000,97.52,97.7699,90.03,90.34,1422231.0
1272859200000,91.41,92.54,90.76,92.23,687858.0
1272945600000,91.28,91.28,87.1,88.11,695765.0
1273032000000,86.86,88.44,84.68,86.83,632846.0
1273118400000,86.21,87.83,78.1032,84.08,1146073.0
1273204800000,84.17,86.16,81.73,84.64,1355791.0
1273464000000,85.78,89.28,85.78,89.17,804887.0
1273550400000,88.16,90.18,87.32,88.85,641392.0
1273636800000,88.81,91.14,88.81,90.75,621803.0
1273723200000,90.3,91.355,89.25,90.02,482156.0
1273809600000,89.09,89.39,85.19,86.2,713366.0
1274068800000,86.41,88.11,84.51,86.52,878697.0
1274155200000,87.69,88.34,84.44,85.0,471287.0
1274241600000,84.49,85.14,81.8508,84.02,786047.0
1274328000000,81.95,82.33,79.47,79.76,950918.0
1274414400000,78.38,83.28,77.65,83.21,914516.0
1274673600000,83.14,86.09,82.96,83.62,799878.0
1274760000000,81.44,83.47,80.03,82.96,1057633.0
1274846400000,83.53,86.71,83.18,85.83,1378668.0
1274932800000,87.77,90.44,87.0,90.44,948021.0
1275019200000,90.0,90.9,88.34,88.57,947762.0
1275364800000,88.19,89.57,86.12,86.14,918656.0
1275451200000,86.85,88.81,85.1,88.81,1069891.0
1275537600000,88.99,89.34,86.7,87.95,775724.0
1275624000000,85.81,86.435,82.5,82.98,990268.0
1275883200000,83.01,83.35,80.61,80.69,827920.0
1275969600000,80.89,81.5196,79.29,81.24,719499.0
1276056000000,82.01,84.97,81.45,82.63,627796.0
1276142400000,84.12,87.07,84.12,86.47,832598.0
1276228800000,85.41,88.41,85.41,88.23,1003018.0
1276488000000,89.73,90.0,87.67,87.86,599558.0
1276574400000,87.73,90.5218,87.73,90.37,542695.0
1276660800000,89.46,92.01,89.04,90.86,650084.0
1276747200000,91.66,91.74,89.29,90.9,647452.0
1276833600000,91.04,91.93,90.57,90.72,435639.0
1277092800000,91.56,92.832,89.46,90.26,438576.0
1277179200000,90.69,90.9,87.58,87.59,633271.0
1277265600000,87.15,88.08,85.58,87.39,795921.0
1277352000000,86.94,87.35,84.51,84.59,607624.0
1277438400000,84.79,86.09,83.08,83.52,1363865.0
1277697600000,84.27,85.25,82.67,83.94,675128.0
1277784000000,82.53,82.53,78.71,79.42,1051153.0
1277870400000,80.46,83.15,80.03,80.31,1310939.0
1277956800000,79.87,80.49,77.85,79.37,1080939.0
1278043200000,79.89,79.93,78.47,78.61,822827.0
1278388800000,80.14,82.12,78.49,79.21,1243899.0
1278475200000,79.58,82.86,79.58,82.63,1048768.0
1278561600000,83.49,84.67,83.0,84.14,619370.0
1278648000000,84.14,85.98,83.84,84.34,567050.0
1278907200000,84.1,86.34,83.77,86.07,1253592.0
1278993600000,87.41,89.47,86.15,88.32,1205906.0
1279080000000,87.9,88.46,86.7,87.37,653733.0
1279166400000,87.19,87.61,86.03,86.95,724877.0
1279252800000,86.18,86.99,84.38,84.7,532755.0
1279512000000,84.85,84.9,82.7,84.59,679572.0
1279598400000,83.22,87.8,83.0,87.7,820821.0
1279684800000,88.1,89.24,86.3501,87.06,538248.0
1279771200000,88.1,90.68,88.1,90.37,722336.0
1279857600000,90.05,92.37,89.6,92.22,603361.0
1280116800000,92.82,93.22,91.74,93.01,507862.0
1280203200000,93.72,93.77,92.0,92.11,1231750.0
